codmun,municipio,codRegiaoSaude,nomeRegiaoSaude,populacaoTCU2019,casosAcumulado,obitosAcumulado,porcentagem_casos_hab,porcentagem_obitos_casos,CIR,CodRegiao,Sede,Região de Saúde,Mesorregião Geográfica,Nome_Mesorregião,Microrregião Geográfica,Nome_Microrregião,Código Município,Código Município Completo,Municipio,CodMunIBGE,Código,Área Territorial - km²,População estimada - pessoas,Densidade demográfica - hab/km²,Escolarização 6 a 14 anos,IDHM - Índice de desenvolvimento humano municipal,Mortalidade infantil - óbitos por mil nascidos vivos,Receitas realizadas - R$ (×1000),Despesas empenhadas - R$ (×1000) [2017],PIB per capita - R$,v0002_codigo_do_municipio,GeoSES,educação,mobilidade,pobreza,privacao_material,riqueza,renda,segregacao
240520,Janduís,24002,2ª REGIAO DE SAUDE - MOSSORO,5268,77,3,0.014616552771450266,0.03896103896103896,2,24002,Mossoró,Oeste,3,Agreste Potiguar,15,Agreste Potiguar,5306.0,2405207,Janduís,240520,2405207,304.901,5268,17.53,97.4,0.615,33.9,15555.10616,14673.07428,11305.81,2405207,-0.6648624630210828,71.90586512874934,0,67.58350940279423,6.56375992379195,0.0,992.1749409788432,0.06136502370808827
240530,Januário Cicco,24005,5ª REGIAO DE SAUDE - SANTA CRUZ,10181,37,1,0.003634220607013064,0.027027027027027032,5,24005,Santa Cruz,Trairi/Potengi,2,Central Potiguar,10,Serra de Santana,1651.0,2405306,Januário Cicco,240530,2405306,170.737,10181,48.13,96.4,0.574,13.89,23060.27208,21819.32767,6535.6,2405306,-0.7241244506185069,78.40706610451267,0,76.17998206453058,8.290323290095113,0.0,716.1715621256494,0.05699740130561004
240540,Japi,24005,5ª REGIAO DE SAUDE - SANTA CRUZ,5055,28,1,0.005539070227497527,0.03571428571428571,5,24005,Santa Cruz,Trairi/Potengi,3,Agreste Potiguar,14,Borborema Potiguar,5405.0,2405405,Japi,240540,2405405,188.99,5055,29.22,97.8,0.569,23.26,16769.10613,14828.72982,7534.35,2405405,-0.7036221191667753,78.06511344726252,0,74.14630476947643,6.268572199581183,0.0,758.1939336028461,0.0804709876636096
240550,Jardim de Angicos,24003,3ª REGIAO DE SAUDE - JOAO CAMARA,2612,6,0,0.0022970903522205213,0.0,3,24003,João Câmara,Mato Grande/Salineira,2,Central Potiguar,9,Angicos,5504.0,2405504,Jardim de Angicos,240550,2405504,254.022,2612,10.26,97.1,0.565,29.41,14389.56375,12951.3484,9561.23,2405504,-0.6098394067886469,78.18860205082697,0,67.19556930429725,9.944616036821552,1.9925584477492109,958.5859284446241,0.015968218725653568
240560,Jardim de Piranhas,24004,4ª REGIAO DE SAUDE - CAICO,14837,511,13,0.03444092471523893,0.025440313111545987,4,24004,Caicó,Seridó,2,Central Potiguar,11,Seridó Ocidental,5603.0,2405603,Jardim de Piranhas,240560,2405603,330.53,14837,40.86,96.5,0.603,13.89,33178.75043,30763.17155,8637.1,2405603,-0.5388631896614811,76.22814651046777,0,58.404932033164215,5.676068705783642,0.6341276418289272,1204.9188992480376,0.12901481122421998
240570,Jardim do Seridó,24004,4ª REGIAO DE SAUDE - CAICO,12396,113,2,0.009115843820587286,0.017699115044247787,4,24004,Caicó,Seridó,2,Central Potiguar,12,Seridó Oriental,5702.0,2405702,Jardim do Seridó,240570,2405702,367.645,12396,32.86,99.6,0.663,10.0,23852.40301,21109.01942,12313.45,2405702,-0.3814177590659187,66.33143847829488,0,45.643370715512255,9.229719810174297,1.2651752837486985,1518.6603176493095,0.14195149323027498
240580,João Câmara,24003,3ª REGIAO DE SAUDE - JOAO CAMARA,34955,316,5,0.009040194535831785,0.015822784810126583,3,24003,João Câmara,Mato Grande/Salineira,3,Agreste Potiguar,13,Baixa Verde,5801.0,2405801,João Câmara,240580,2405801,714.961,34955,45.08,97.8,0.595,13.83,72536.51106,70736.55048,29819.52,2405801,-0.6067000658705223,75.92638653554175,0,62.622879488797814,11.537696649803053,0.4099353934319758,1328.1032237314998,0.06877557257246457
240590,João Dias,24006,6ª REGIAO DE SAUDE - PAU DOS FERROS,2654,9,0,0.003391107761868877,0.0,6,24006,Pau dos Ferros,Alto Oeste,1,Oeste Potiguar,7,Umarizal,5900.0,2405900,João Dias,240590,2405900,88.173,2654,29.5,87.8,0.53,23.81,14237.68875,11390.33523,7767.84,2405900,-0.6497176621739418,78.3291177037605,0,80.31509092183457,7.050079051919411,0.3282493493121805,633.7790103569222,0.147626987118608
240600,José da Penha,24006,6ª REGIAO DE SAUDE - PAU DOS FERROS,5951,8,1,0.0013443118803562427,0.125,6,24006,Pau dos Ferros,Alto Oeste,1,Oeste Potiguar,6,Pau dos Ferros,6007.0,2406007,José da Penha,240600,2406007,117.635,5951,49.88,98.3,0.608,31.25,16925.2508,15049.34915,8067.32,2406007,-0.5651076996500075,77.45855373845713,0,58.27266066497228,6.4893394250577074,0.0,1009.8915069976488,0.12982600135375044
240610,Jucurutu,24004,4ª REGIAO DE SAUDE - CAICO,18295,381,7,0.02082536212079803,0.01837270341207349,4,24004,Caicó,Seridó,1,Oeste Potiguar,4,Vale do Açu,6106.0,2406106,Jucurutu,240610,2406106,933.73,18295,18.95,98.5,0.601,9.3,47678.41321,42315.04366,11566.03,2406106,-0.5965210864453101,75.85789189116569,0,57.824804714150936,6.890143048733528,0.20195959596112625,1068.9334246026658,0.09922565227023128
240615,Jundiá,24001,1ª REGIAO DE SAUDE - SAO JOSE DE MIPIBU,3898,58,3,0.014879425346331453,0.05172413793103448,1,24001,São José de Mipibu ,Litoral Sul/Agreste,3,Agreste Potiguar,15,Agreste Potiguar,6155.0,2406155,Jundiá,240615,2406155,44.641,3898,80.24,97.0,0.595,142.86,14973.67675,13478.19129,8410.53,2406155,-0.6995799593698266,76.80297429552115,0,67.50899748709604,5.764776055774869,0.1768125472478026,903.3624313171488,0.05982321128725233
240620,Lagoa d'Anta,24001,1ª REGIAO DE SAUDE - SAO JOSE DE MIPIBU,6769,85,5,0.012557246269759195,0.05882352941176471,1,24001,São José de Mipibu ,Litoral Sul/Agreste,3,Agreste Potiguar,15,Agreste Potiguar,6205.0,2406205,Lagoa D’anta,240620,2406205,105.652,6769,58.94,95.7,0.601,22.73,16857.47042,13961.9511,7434.52,2406205,-0.6401142522467674,75.54743756455176,0,64.27385125603662,5.992147176878262,0.0,1090.5228171900121,0.06135280701685453
240630,Lagoa de Pedras,24001,1ª REGIAO DE SAUDE - SAO JOSE DE MIPIBU,7544,34,5,0.004506892895015907,0.14705882352941174,1,24001,São José de Mipibu ,Litoral Sul/Agreste,3,Agreste Potiguar,15,Agreste Potiguar,6304.0,2406304,Lagoa de Pedras,240630,2406304,117.971,7544,59.4,98.8,0.553,31.91,20024.58831,19097.8532,7685.46,2406304,-0.6913685558568533,81.41576606755928,0,73.01465672994031,10.362479249052278,0.8107298255437243,810.4231118995793,0.06458332172287662
240640,Lagoa de Velhos,24005,5ª REGIAO DE SAUDE - SANTA CRUZ,2732,51,0,0.018667642752562226,0.0,5,24005,Santa Cruz,Trairi/Potengi,3,Agreste Potiguar,14,Borborema Potiguar,6403.0,2406403,Lagoa de Velhos,240640,2406403,111.607,2732,23.64,97.5,0.589,27.78,13544.87266,12002.04798,11225.75,2406403,-0.6168401609878122,76.9966955162093,0,59.48746826499439,9.863151785187316,0.0,1082.2763608729344,0.07097467307136718
240650,Lagoa Nova,24004,4ª REGIAO DE SAUDE - CAICO,15614,62,2,0.003970795439989753,0.03225806451612903,4,24004,Caicó,Seridó,2,Central Potiguar,10,Serra de Santana,6502.0,2406502,Lagoa Nova,240650,2406502,176.302,15614,79.31,95.5,0.585,13.89,34365.09648,34856.83045,16816.27,2406502,-0.6351959943400316,77.68071665147343,0,70.35345829520736,8.76631240865757,0.0,934.9738964573655,0.0713452930943852
240660,Lagoa Salgada,24001,1ª REGIAO DE SAUDE - SAO JOSE DE MIPIBU,8245,76,2,0.009217707701637356,0.02631578947368421,1,24001,São José de Mipibu ,Litoral Sul/Agreste,3,Agreste Potiguar,15,Agreste Potiguar,6601.0,2406601,Lagoa Salgada,240660,2406601,79.128,8245,95.35,96.0,0.582,7.63,19912.14754,18827.15627,8023.14,2406601,-0.6525066640451574,77.29808959099755,0,72.33402702295022,10.466045273502502,0.13059080576442028,957.8783023146033,0.08289840284358796
240670,Lajes,24003,3ª REGIAO DE SAUDE - JOAO CAMARA,11277,70,1,0.0062073246430788325,0.014285714285714284,3,24003,João Câmara,Mato Grande/Salineira,2,Central Potiguar,9,Angicos,6700.0,2406700,Lajes,240670,2406700,676.625,11277,15.34,99.0,0.624,27.52,28031.68705,27987.71623,10641.66,2406700,-0.6019250488578273,70.69307649262406,0,65.85230118589682,14.351805471644006,0.0,1103.7944302686283,0.08707691196285516
240680,Lajes Pintadas,24005,5ª REGIAO DE SAUDE - SANTA CRUZ,4759,90,1,0.01891153603698256,0.011111111111111113,5,24005,Santa Cruz,Trairi/Potengi,3,Agreste Potiguar,14,Borborema Potiguar,6809.0,2406809,Lajes Pintadas,240680,2406809,130.211,4759,35.42,95.9,0.625,24.1,16288.57473,14633.99378,8510.91,2406809,-0.619846760761031,69.45265800738565,0,63.501575924114476,4.903801685825282,0.1859594818337893,981.107471974335,0.04984996696947164
240690,Lucrécia,24006,6ª REGIAO DE SAUDE - PAU DOS FERROS,3996,10,0,0.0025025025025025025,0.0,6,24006,Pau dos Ferros,Alto Oeste,1,Oeste Potiguar,7,Umarizal,6908.0,2406908,Lucrécia,240690,2406908,30.931,3996,117.45,99.5,0.646,40.0,14217.85233,12261.70402,10432.83,2406908,-0.4131704294470884,70.39145052970943,0,59.613910452055386,5.504702013823664,2.1014429745541,1528.274736765025,0.11840003576779345
240700,Luís Gomes,24006,6ª REGIAO DE SAUDE - PAU DOS FERROS,10116,53,1,0.005239224990114671,0.018867924528301886,6,24006,Pau dos Ferros,Alto Oeste,1,Oeste Potiguar,5,Serra de São Miguel,7005.0,2407005,Luís Gomes,240700,2407005,166.638,10116,57.67,99.4,0.608,30.49,22971.38754,20886.53742,6736.87,2407005,-0.6588578165306871,73.35843755711558,0,77.05980246689225,8.961395696560679,0.0,891.5664849566209,0.09563331707334832
240710,Macaíba,24007,7ª REGIAO DE SAUDE - METROPOLITANA,80792,784,71,0.009703931082285377,0.09056122448979592,7,24007,Natal,Metropolitana,4,Leste Potiguar,17,Macaíba,7104.0,2407104,Macaíba,240710,2407104,510.092,80792,136.0,97.6,0.64,7.6,180037.98756,154920.25344,18483.39,2407104,-0.5379897947766774,68.72510795764202,0,56.90913329485189,15.383905358469631,0.5974351048819972,1418.403152347604,0.0571218064672081
240720,Macau,24003,3ª REGIAO DE SAUDE - JOAO CAMARA,31814,295,18,0.009272647262211605,0.061016949152542375,3,24003,João Câmara,Mato Grande/Salineira,2,Central Potiguar,8,Macau,7203.0,2407203,Macau,240720,2407203,775.302,31814,36.74,97.7,0.665,2.99,78130.39219,82450.20335,18618.59,2407203,-0.4830003134223619,66.0409435383182,0,44.25349558318604,11.95219547181841,1.0523318997696671,1649.4041929031914,0.045685767860589976
240725,Major Sales,24006,6ª REGIAO DE SAUDE - PAU DOS FERROS,4020,27,1,0.006716417910447761,0.037037037037037035,6,24006,Pau dos Ferros,Alto Oeste,1,Oeste Potiguar,5,Serra de São Miguel,7252.0,2407252,Major Sales,240725,2407252,31.971,4020,110.6,99.5,0.617,16.39,16380.67294,14959.59822,8702.44,2407252,-0.6103518659308851,74.94057176061497,0,65.09674753992138,5.053712758381959,0.6204269850173088,1091.5677238799694,0.11139204303191796
240730,Marcelino Vieira,24006,6ª REGIAO DE SAUDE - PAU DOS FERROS,8347,65,2,0.007787228944530968,0.030769230769230767,6,24006,Pau dos Ferros,Alto Oeste,1,Oeste Potiguar,6,Pau dos Ferros,7302.0,2407302,Marcelino Vieira,240730,2407302,345.711,8347,23.91,97.3,0.609,9.8,18642.12731,16050.98079,7320.8,2407302,-0.582095512322615,74.7743316977924,0,63.05311815029714,4.314664738371612,0.5172394108871519,1093.4067618686965,0.10768610713803106
240740,Martins,24006,6ª REGIAO DE SAUDE - PAU DOS FERROS,8725,21,0,0.002406876790830945,0.0,6,24006,Pau dos Ferros,Alto Oeste,1,Oeste Potiguar,7,Umarizal,7401.0,2407401,Martins,240740,2407401,169.464,8725,48.49,98.9,0.622,9.9,19461.27265,19167.89719,9306.89,2407401,-0.5149450071538724,70.80913374889563,0,58.35080611325165,3.1549697468570184,0.7689589632600793,1033.3058811381482,0.10629728738996748
240750,Maxaranguape,24003,3ª REGIAO DE SAUDE - JOAO CAMARA,12371,138,3,0.01115512084714251,0.021739130434782608,3,24003,João Câmara,Mato Grande/Salineira,4,Leste Potiguar,16,Litoral Nordeste,7500.0,2407500,Maxaranguape,240750,2407500,132.129,12371,79.51,98.0,0.608,15.63,22475.12934,22378.03386,8919.17,2407500,-0.6110837222506998,74.94960636061059,0,65.28650772570793,13.679346087395787,1.6179380052655767,1239.1060227361895,0.027010932080902
240760,Messias Targino,24002,2ª REGIAO DE SAUDE - MOSSORO,4601,97,4,0.02108237339708759,0.041237113402061855,2,24002,Mossoró,Oeste,1,Oeste Potiguar,3,Médio Oeste,7609.0,2407609,Messias Targino,240760,2407609,135.091,4601,31.0,97.0,0.644,19.23,15488.08792,14009.85185,16667.83,2407609,-0.4675280914924764,68.61585404575375,0,51.99118676430786,5.391794282209585,0.9925993168400352,1489.710531665394,0.08498554652986813
240770,Montanhas,24001,1ª REGIAO DE SAUDE - SAO JOSE DE MIPIBU,11251,124,7,0.011021242556217227,0.05645161290322581,1,24001,São José de Mipibu ,Litoral Sul/Agreste,4,Leste Potiguar,19,Litoral Sul,7708.0,2407708,Montanhas,240770,2407708,82.214,11251,138.82,94.6,0.557,22.99,25765.73659,21470.17377,7700.92,2407708,-0.7092454591259256,79.15689160358484,0,71.5291602981763,7.044315673628912,0.13958241292550255,927.4776315257179,0.0834597198147744
240780,Monte Alegre,24001,1ª REGIAO DE SAUDE - SAO JOSE DE MIPIBU,22451,200,4,0.008908289163066234,0.02,1,24001,São José de Mipibu ,Litoral Sul/Agreste,3,Agreste Potiguar,15,Agreste Potiguar,7807.0,2407807,Monte Alegre,240780,2407807,211.259,22451,98.07,98.6,0.609,17.79,54963.85744,51822.87833,9276.54,2407807,-0.6323754213334027,75.07740100272,0,66.68979240070226,11.059913720558601,0.5097619750989484,1109.4249213644148,0.06489050534116103
240790,Monte das Gameleiras,24001,1ª REGIAO DE SAUDE - SAO JOSE DE MIPIBU,2105,13,1,0.006175771971496436,0.07692307692307693,1,24001,São José de Mipibu ,Litoral Sul/Agreste,3,Agreste Potiguar,14,Borborema Potiguar,7906.0,2407906,Monte das Gameleiras,240790,2407906,71.946,2105,31.43,98.2,0.598,23.81,13699.58832,11869.08545,10082.8,2407906,-0.6177349511879571,73.41340694662517,0,64.23327843052328,5.8582127402815445,0.22189663840733687,986.0591164135208,0.06280344890389422
240800,Mossoró,24002,2ª REGIAO DE SAUDE - MOSSORO,297378,6388,215,0.02148107795465704,0.033656856606136515,2,24002,Mossoró,Oeste,1,Oeste Potiguar,1,Mossoró,8003.0,2408003,Mossoró,240800,2408003,2099.334,297378,123.76,97.7,0.72,12.69,569369.80668,519898.75003,20858.33,2408003,-0.2057105499069644,56.206813670724145,0,36.56073305513058,20.28319959059397,1.7869889483840105,2278.149565793221,0.08840657786285888
240810,Natal,24007,7ª REGIAO DE SAUDE - METROPOLITANA,884122,23001,975,0.0260156403754233,0.042389461327768364,7,24007,Natal,Metropolitana,4,Leste Potiguar,18,Natal,8102.0,2408102,Natal,240810,2408102,167.401,884122,4805.24,96.3,0.763,13.31,2168782.53689,2087214.04399,26497.08,2408102,0.06879816027368113,48.446561288001355,0,31.01946600471726,33.06510611673301,4.7216702387843945,3297.948965901766,0.10815959139881316
240820,Nísia Floresta,24001,1ª REGIAO DE SAUDE - SAO JOSE DE MIPIBU,27602,393,6,0.014238098688500834,0.015267175572519085,1,24001,São José de Mipibu ,Litoral Sul/Agreste,4,Leste Potiguar,17,Macaíba,8201.0,2408201,Nísia Floresta,240820,2408201,307.719,27602,77.26,97.6,0.622,12.53,60857.34853,56164.1539,13041.45,2408201,-0.5397571437021536,72.3389269856101,0,60.102085915737455,18.08588605128445,1.3918558673211139,1184.5692777157053,0.04965970092149341
240830,Nova Cruz,24001,1ª REGIAO DE SAUDE - SAO JOSE DE MIPIBU,37343,386,24,0.010336609270813807,0.062176165803108814,1,24001,São José de Mipibu ,Litoral Sul/Agreste,3,Agreste Potiguar,15,Agreste Potiguar,8300.0,2408300,Nova Cruz,240830,2408300,277.658,37343,127.82,98.2,0.629,8.05,66537.44004,56389.88386,12256.3,2408300,-0.5832146129335807,72.70319547745756,0,61.37114659131653,13.872779096861546,0.39410702066185793,1240.6627482099975,0.08805037231673474
240840,Olho d'Água do Borges,24006,6ª REGIAO DE SAUDE - PAU DOS FERROS,4258,39,1,0.009159229685298262,0.02564102564102564,6,24006,Pau dos Ferros,Alto Oeste,1,Oeste Potiguar,7,Umarizal,8409.0,2408409,Olho D’água dos Borges,240840,2408409,141.17,4258,30.42,98.4,0.585,27.78,15627.61392,15571.85559,7937.24,2408409,-0.5910142717250012,76.447701713714,0,62.91192837150797,6.313186970298276,0.3722381593451356,1011.5247815217543,0.10652369801113616
240850,Ouro Branco,24004,4ª REGIAO DE SAUDE - CAICO,4812,32,1,0.006650041562759767,0.03125,4,24004,Caicó,Seridó,2,Central Potiguar,12,Seridó Oriental,8508.0,2408508,Ouro Branco,240850,2408508,253.21,4812,18.55,96.9,0.645,16.39,16577.50632,13465.78753,9667.78,2408508,-0.4209462798464024,69.06655051742673,0,48.39269465887612,9.592336198111925,0.7381354562683438,1282.3746563326285,0.1520972666583713
240860,Paraná,24006,6ª REGIAO DE SAUDE - PAU DOS FERROS,4254,10,2,0.0023507287259050304,0.2,6,24006,Pau dos Ferros,Alto Oeste,1,Oeste Potiguar,6,Pau dos Ferros,8607.0,2408607,Paraná,240860,2408607,81.39,4254,48.56,98.9,0.589,33.33,16242.07808,14497.43791,7722.86,2408607,-0.6436900012262219,77.40127597979833,0,72.46917003167009,5.757797653250456,0.0,815.2962218150009,0.10294139276086868
240870,Paraú,24008,8ª REGIAO DE SAUDE - ACU,3768,65,2,0.017250530785562632,0.030769230769230767,8,24008,Açu,Vale do Açu,1,Oeste Potiguar,3,Médio Oeste,8706.0,2408706,Paraú,240870,2408706,383.214,3768,10.07,98.4,0.603,20.0,14817.01597,13224.03673,10548.49,2408706,-0.6060172351130038,71.11444733158272,0,59.764847582420906,9.802610419556801,0.0,1068.574329938364,0.07321727968686176
240880,Parazinho,24003,3ª REGIAO DE SAUDE - JOAO CAMARA,5237,69,1,0.013175482146266949,0.014492753623188406,3,24003,João Câmara,Mato Grande/Salineira,3,Agreste Potiguar,13,Baixa Verde,8805.0,2408805,Parazinho,240880,2408805,231.007,5237,17.64,98.7,0.549,15.63,23608.09339,20274.98435,80444.02,2408805,-0.7056122379847483,81.44300268092148,0,70.75397392981992,10.648728311633796,0.0,985.1142945957846,0.07007728279834602
240890,Parelhas,24004,4ª REGIAO DE SAUDE - CAICO,21477,114,0,0.005308003911160777,0.0,4,24004,Caicó,Seridó,2,Central Potiguar,12,Seridó Oriental,8904.0,2408904,Parelhas,240890,2408904,513.507,21477,39.67,98.3,0.676,14.34,39909.2605,37633.89004,14872.72,2408904,-0.36834279562239935,64.27108182579907,0,47.45730626424284,13.176762621268473,1.1589798469543453,1418.5295752586774,0.13501163670287042
240895,Rio do Fogo,24003,3ª REGIAO DE SAUDE - JOAO CAMARA,10848,80,3,0.007374631268436578,0.0375,3,24003,João Câmara,Mato Grande/Salineira,4,Leste Potiguar,16,Litoral Nordeste,8953.0,2408953,Rio do Fogo,240895,2408953,151.097,10848,66.94,98.8,0.569,5.65,33221.69393,34242.72209,15640.29,2408953,-0.7162113921254407,79.38078543079375,0,69.80297437803931,10.381514578835217,0.4967293311052785,942.232152873555,0.054378759885519656
240910,Passa e Fica,24001,1ª REGIAO DE SAUDE - SAO JOSE DE MIPIBU,13277,126,1,0.009490095654138737,0.007936507936507936,1,24001,São José de Mipibu ,Litoral Sul/Agreste,3,Agreste Potiguar,15,Agreste Potiguar,9100.0,2409100,Passa e Fica,240910,2409100,42.137,13277,263.43,97.0,0.606,38.71,29748.49492,26993.79074,8213.45,2409100,-0.6233173746117739,75.31818624357211,0,67.6055204318994,8.571566747689065,0.1783309525440231,1034.1737971602524,0.0851790293053476
240920,Passagem,24001,1ª REGIAO DE SAUDE - SAO JOSE DE MIPIBU,3089,32,0,0.010359339592101004,0.0,1,24001,São José de Mipibu ,Litoral Sul/Agreste,3,Agreste Potiguar,15,Agreste Potiguar,9209.0,2409209,Passagem,240920,2409209,41.215,3089,70.24,98.2,0.589,43.48,13875.96096,12682.96873,9827.45,2409209,-0.6572628252638668,76.18451608278778,0,72.3873671531648,9.24854442578437,0.7252080762420459,859.067121238368,0.0613813197922628
240930,Patu,24006,6ª REGIAO DE SAUDE - PAU DOS FERROS,12755,110,4,0.00862406899255194,0.03636363636363636,6,24006,Pau dos Ferros,Alto Oeste,1,Oeste Potiguar,7,Umarizal,9308.0,2409308,Patu,240930,2409308,319.135,12755,37.49,96.8,0.618,12.35,30050.93294,27109.45446,10088.63,2409308,-0.5254739813777871,71.64109435294104,0,59.95246058611986,8.44558185310239,0.6911284262375794,1122.7180023965698,0.10650431036287956
240933,Santa Maria,24005,5ª REGIAO DE SAUDE - SANTA CRUZ,5551,67,5,0.012069897315798956,0.07462686567164177,5,24005,Santa Cruz,Trairi/Potengi,3,Agreste Potiguar,15,Agreste Potiguar,9332.0,2409332,Santa Maria,240933,2409332,219.57,5551,21.69,97.7,0.59,14.08,14693.80262,13207.14917,11888.0,2409332,-0.6773100682195317,76.09860746696022,0,67.30556582796942,11.209019461853977,0.0,935.0909157971756,0.05436882418272937
240940,Pau dos Ferros,24006,6ª REGIAO DE SAUDE - PAU DOS FERROS,30394,167,3,0.005494505494505495,0.017964071856287425,6,24006,Pau dos Ferros,Alto Oeste,1,Oeste Potiguar,6,Pau dos Ferros,9407.0,2409407,Pau dos Ferros,240940,2409407,259.959,30394,106.73,95.5,0.678,4.84,59848.10733,60559.64779,16194.89,2409407,-0.32106368414851794,63.943296723859326,0,45.670478791273844,13.505432333402046,1.2648548372751218,1774.1052749917785,0.12060722944514345
240950,Pedra Grande,24003,3ª REGIAO DE SAUDE - JOAO CAMARA,3237,67,0,0.020698177324683348,0.0,3,24003,João Câmara,Mato Grande/Salineira,4,Leste Potiguar,16,Litoral Nordeste,9506.0,2409506,Pedra Grande,240950,2409506,221.167,3237,15.9,97.1,0.559,19.23,23781.91021,22217.36944,61643.53,2409506,-0.7320834960552071,78.11792712237148,0,72.2619290626354,7.079535997554476,0.0,877.1358902775197,0.05559293145283917
240960,Pedra Preta,24003,3ª REGIAO DE SAUDE - JOAO CAMARA,2458,6,0,0.0024410089503661514,0.0,3,24003,João Câmara,Mato Grande/Salineira,2,Central Potiguar,9,Angicos,9605.0,2409605,Pedra Preta,240960,2409605,294.985,2458,8.78,98.5,0.558,64.52,14169.85643,12078.19898,9862.84,2409605,-0.6813166348748838,78.93498412958495,0,76.94659215673056,13.837493403245062,0.0,847.8153716490175,0.06453499543325593
240970,Pedro Avelino,24003,3ª REGIAO DE SAUDE - JOAO CAMARA,6716,22,1,0.003275759380583681,0.045454545454545456,3,24003,João Câmara,Mato Grande/Salineira,2,Central Potiguar,9,Angicos,9704.0,2409704,Pedro Avelino,240970,2409704,952.755,6716,7.53,98.8,0.583,23.81,19178.262,17245.35175,7830.22,2409704,-0.641245745941906,78.91656280010444,0,65.26021918045679,14.155709058250133,0.15278747759241895,1089.540722536794,0.07212203440584197
240980,Pedro Velho,24001,1ª REGIAO DE SAUDE - SAO JOSE DE MIPIBU,14806,105,2,0.007091719573146022,0.01904761904761905,1,24001,São José de Mipibu ,Litoral Sul/Agreste,4,Leste Potiguar,19,Litoral Sul,9803.0,2409803,Pedro Velho,240980,2409803,192.708,14806,73.24,98.8,0.568,21.86,33447.26454,34021.18599,8242.77,2409803,-0.6778345798515548,79.34918860789811,0,68.11947296866904,11.11201774930838,0.1615529661123194,997.13869236004,0.07959690651285811
240990,Pendências,24008,8ª REGIAO DE SAUDE - ACU,15129,272,15,0.017978716372529582,0.05514705882352941,8,24008,Açu,Vale do Açu,1,Oeste Potiguar,4,Vale do Açu,9902.0,2409902,Pendências,240990,2409902,419.137,15129,32.05,97.7,0.631,13.42,40711.72683,36830.61953,18855.95,2409902,-0.5692042519056401,70.7960748639883,0,57.21142423940481,7.556295254391498,0.5751219216728121,1441.3147289693811,0.03795572876203401
241000,Pilões,24006,6ª REGIAO DE SAUDE - PAU DOS FERROS,3838,29,0,0.007556018759770714,0.0,6,24006,Pau dos Ferros,Alto Oeste,1,Oeste Potiguar,6,Pau dos Ferros,10009.0,2410009,Pilões,241000,2410009,82.69,3838,41.76,97.9,0.614,30.3,11878.57135,11917.51878,9143.42,2410009,-0.6044375178841179,71.59707759573249,0,66.9018830599997,3.984172635972056,0.3132632992411448,1008.540917241708,0.06484383029037487
241010,Poço Branco,24003,3ª REGIAO DE SAUDE - JOAO CAMARA,15413,250,6,0.016220073963537272,0.024,3,24003,João Câmara,Mato Grande/Salineira,3,Agreste Potiguar,13,Baixa Verde,10108.0,2410108,Poço Branco,241010,2410108,230.401,15413,60.54,95.0,0.587,12.12,28507.36788,29631.69773,6952.07,2410108,-0.6808779015717089,76.11335721157829,0,71.04364866377712,7.7200198134007625,0.4698195500761742,1195.3737698375726,0.06650259093804856
241020,Portalegre,24006,6ª REGIAO DE SAUDE - PAU DOS FERROS,7867,33,0,0.0041947375111224105,0.0,6,24006,Pau dos Ferros,Alto Oeste,1,Oeste Potiguar,6,Pau dos Ferros,10207.0,2410207,Portalegre,241020,2410207,110.054,7867,66.51,98.5,0.621,10.0,20800.86847,19115.76775,7555.02,2410207,-0.5650974099895738,72.1632307017939,0,63.712046300554285,5.2505055307940935,0.4793620213145502,1099.8231790521293,0.08894229444189428
241025,Porto do Mangue,24008,8ª REGIAO DE SAUDE - ACU,6437,78,3,0.012117446015224484,0.038461538461538464,8,24008,Açu,Vale do Açu,1,Oeste Potiguar,4,Vale do Açu,10256.0,2410256,Porto do Mangue,241025,2410256,361.237,6437,16.36,97.2,0.59,11.11,26624.442,28206.94339,17319.28,2410256,-0.7049045192925059,76.72699730641274,0,71.30826557033562,9.362696737316362,0.0,966.00669832785,0.05590549859127414
241030,Serra Caiada,24005,5ª REGIAO DE SAUDE - SANTA CRUZ,10395,114,5,0.010966810966810969,0.04385964912280702,5,24005,Santa Cruz,Trairi/Potengi,3,Agreste Potiguar,15,Agreste Potiguar,10306.0,2410306,Serra Caiada (Presidente Juscelino),241030,2410306,217.539,10395,52.39,95.4,0.563,18.75,25861.328,24412.3784,7703.94,2410306,-0.6751994859932124,79.57993652397204,0,72.25449429869823,10.395732236945822,0.4831726474822116,918.1707595923527,0.06759061150252066
241040,Pureza,24003,3ª REGIAO DE SAUDE - JOAO CAMARA,9621,89,1,0.009250597650971831,0.011235955056179777,3,24003,João Câmara,Mato Grande/Salineira,4,Leste Potiguar,16,Litoral Nordeste,10405.0,2410405,Pureza,241040,2410405,504.294,9621,16.7,99.1,0.567,36.76,22032.55431,22762.91492,13362.43,2410405,-0.7257767863300952,78.69460465847253,0,76.49688858378791,10.849030615763429,0.0,796.537141692432,0.052587043105882365
